loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
12000.0,6.49,A,9 years,61000.0,Fully Paid,debt_consolidation
13625.0,15.77,D,2 years,31000.0,Current,debt_consolidation
27000.0,10.78,B,3 years,58000.0,Charged Off,debt_consolidation
5400.0,11.48,B,< 1 year,58000.0,Fully Paid,credit_card
20000.0,6.49,A,1 year,80000.0,Fully Paid,major_purchase
20000.0,10.78,B,10+ years,51450.0,Fully Paid,credit_card
18000.0,15.77,D,,58000.0,Charged Off,credit_card
5000.0,11.48,B,10+ years,32500.0,Fully Paid,other
22400.0,7.91,A,10+ years,150000.0,Fully Paid,debt_consolidation
9000.0,11.99,C,< 1 year,50000.0,Fully Paid,debt_consolidation
10000.0,9.8,B,10+ years,75000.0,Fully Paid,debt_consolidation
5000.0,12.88,C,1 year,51000.0,Fully Paid,home_improvement
4000.0,6.99,A,4 years,160000.0,Fully Paid,home_improvement
12000.0,7.91,A,,31000.0,Fully Paid,credit_card
20000.0,9.17,B,< 1 year,125000.0,Fully Paid,debt_consolidation
2150.0,7.91,A,< 1 year,60000.0,Fully Paid,credit_card
12000.0,7.91,A,10+ years,62000.0,Fully Paid,credit_card
20000.0,13.44,C,10+ years,60000.0,Fully Paid,debt_consolidation
19200.0,5.32,A,9 years,60000.0,Fully Paid,credit_card
6000.0,10.78,B,8 years,49000.0,Fully Paid,debt_consolidation
10000.0,8.49,B,2 years,50000.0,Fully Paid,credit_card
7075.0,17.27,D,10+ years,72000.0,Fully Paid,small_business
35000.0,12.88,C,< 1 year,120000.0,Current,credit_card
6000.0,17.27,D,,33000.0,Fully Paid,home_improvement
20000.0,21.48,E,10+ years,65000.0,Fully Paid,debt_consolidation
8000.0,21.48,E,,25000.0,Charged Off,credit_card
20700.0,10.78,B,2 years,75000.0,Fully Paid,home_improvement
6125.0,11.99,C,,22000.0,Fully Paid,car
6000.0,5.32,A,7 years,37000.0,Fully Paid,debt_consolidation
20000.0,6.99,A,< 1 year,65000.0,Fully Paid,debt_consolidation
15000.0,12.88,C,< 1 year,75000.0,Fully Paid,debt_consolidation
11500.0,9.8,B,4 years,45000.0,Fully Paid,debt_consolidation
35000.0,14.85,C,2 years,150000.0,Fully Paid,debt_consolidation
25000.0,15.77,D,10+ years,58000.0,Fully Paid,major_purchase
12300.0,11.99,C,2 years,89439.36,Fully Paid,debt_consolidation
6200.0,8.49,B,1 year,44800.0,Fully Paid,debt_consolidation
10000.0,11.99,C,10+ years,150000.0,Fully Paid,vacation
5000.0,10.78,B,< 1 year,60000.0,Fully Paid,debt_consolidation
25000.0,17.97,D,10+ years,70560.0,Fully Paid,debt_consolidation
10200.0,8.49,B,10+ years,75000.0,Fully Paid,debt_consolidation
20000.0,11.48,B,2 years,87000.0,Fully Paid,credit_card
11000.0,9.17,B,3 years,175000.0,Fully Paid,major_purchase
15000.0,7.49,A,1 year,80000.0,Fully Paid,debt_consolidation
21000.0,12.88,C,5 years,86500.0,Fully Paid,debt_consolidation
2550.0,15.77,D,1 year,70000.0,Fully Paid,debt_consolidation
12000.0,9.8,B,6 years,48500.0,Fully Paid,credit_card
35000.0,9.8,B,10+ years,120000.0,Fully Paid,credit_card
5000.0,13.99,C,< 1 year,58000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,10+ years,70000.0,Fully Paid,debt_consolidation
11200.0,10.78,B,2 years,60000.0,Fully Paid,home_improvement
10000.0,9.17,B,3 years,70000.0,Fully Paid,debt_consolidation
15000.0,12.88,C,10+ years,40000.0,Current,debt_consolidation
12500.0,6.49,A,10+ years,160000.0,Fully Paid,credit_card
13000.0,9.8,B,10+ years,39000.0,Fully Paid,debt_consolidation
8000.0,5.32,A,7 years,22000.0,Fully Paid,credit_card
9000.0,14.85,C,4 years,51000.0,Charged Off,debt_consolidation
14400.0,9.17,B,3 years,168000.0,Fully Paid,credit_card
15000.0,9.8,B,4 years,85000.0,Fully Paid,debt_consolidation
20000.0,8.49,B,1 year,58000.0,Fully Paid,debt_consolidation
18000.0,9.8,B,3 years,150000.0,Charged Off,car
28000.0,16.59,D,10+ years,80000.0,Fully Paid,debt_consolidation
18725.0,23.13,F,5 years,45000.0,Fully Paid,major_purchase
10400.0,5.32,A,,40000.0,Fully Paid,credit_card
9600.0,11.99,C,5 years,60000.0,Fully Paid,debt_consolidation
18275.0,15.77,D,,45000.0,Fully Paid,debt_consolidation
15925.0,23.13,F,10+ years,65000.0,Fully Paid,debt_consolidation
28000.0,6.99,A,5 years,252000.0,Fully Paid,credit_card
3000.0,17.27,D,,28488.0,Fully Paid,home_improvement
25000.0,11.99,C,< 1 year,90000.0,Fully Paid,debt_consolidation
7500.0,8.49,B,2 years,70000.0,Fully Paid,credit_card
10000.0,9.8,B,7 years,90000.0,Fully Paid,debt_consolidation
35000.0,13.99,C,10+ years,190000.0,Fully Paid,debt_consolidation
20000.0,7.91,A,10+ years,122000.0,Fully Paid,car
10500.0,8.49,B,< 1 year,70000.0,Fully Paid,credit_card
21000.0,19.89,E,10+ years,90000.0,Current,debt_consolidation
35000.0,17.86,D,4 years,100000.0,Charged Off,debt_consolidation
15000.0,11.48,B,10+ years,127000.0,Fully Paid,debt_consolidation
8950.0,18.49,D,10+ years,65000.0,Charged Off,debt_consolidation
12000.0,15.77,D,10+ years,33500.0,Charged Off,debt_consolidation
12800.0,5.32,A,10+ years,61500.0,Charged Off,credit_card
16000.0,13.99,C,10+ years,83000.0,Fully Paid,debt_consolidation
20000.0,17.27,D,4 years,65000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,10+ years,100000.0,Fully Paid,debt_consolidation
7000.0,13.99,C,10+ years,52000.0,Fully Paid,debt_consolidation
35000.0,10.78,B,10+ years,102000.0,Charged Off,debt_consolidation
9575.0,13.44,C,8 years,62000.0,Fully Paid,debt_consolidation
19300.0,11.48,B,1 year,45000.0,Fully Paid,credit_card
28000.0,7.91,A,,81185.0,Charged Off,debt_consolidation
35000.0,13.44,C,10+ years,150000.0,Fully Paid,credit_card
22000.0,6.99,A,,84000.0,Fully Paid,debt_consolidation
19800.0,13.99,C,3 years,110000.0,Charged Off,home_improvement
24000.0,7.91,A,10+ years,80000.0,Fully Paid,debt_consolidation
13000.0,11.99,C,,44000.0,Charged Off,credit_card
35000.0,19.89,E,3 years,100000.0,Charged Off,major_purchase
3975.0,17.27,D,10+ years,43000.0,Fully Paid,credit_card
25000.0,7.49,A,3 years,130000.0,Fully Paid,debt_consolidation
3475.0,19.48,E,2 years,23000.0,Fully Paid,debt_consolidation
33600.0,20.5,E,6 years,79000.0,Current,debt_consolidation
15000.0,13.44,C,3 years,42000.0,Fully Paid,other
4200.0,9.8,B,6 years,130000.0,Fully Paid,car
23000.0,17.27,D,,50000.0,Fully Paid,debt_consolidation
12500.0,9.17,B,5 years,47553.0,Fully Paid,credit_card
5000.0,11.99,C,10+ years,30000.0,Fully Paid,debt_consolidation
2000.0,9.17,B,10+ years,145000.0,Fully Paid,home_improvement
25000.0,18.49,D,4 years,90000.0,Current,debt_consolidation
14400.0,8.49,B,10+ years,55000.0,Fully Paid,credit_card
18000.0,6.99,A,10+ years,430000.0,Fully Paid,debt_consolidation
20000.0,13.44,C,10+ years,97000.0,Fully Paid,debt_consolidation
32725.0,28.99,G,3 years,75000.0,Charged Off,debt_consolidation
35000.0,9.8,B,8 years,102000.0,Fully Paid,credit_card
27350.0,19.48,E,3 years,120000.0,Current,debt_consolidation
7175.0,15.77,D,2 years,24960.0,Fully Paid,credit_card
9000.0,9.17,B,3 years,57600.0,Fully Paid,credit_card
11000.0,13.99,C,2 years,50000.0,Fully Paid,credit_card
5000.0,8.49,B,10+ years,45000.0,Fully Paid,debt_consolidation
27000.0,14.85,C,10+ years,150000.0,Fully Paid,credit_card
9000.0,12.88,C,9 years,26500.0,Fully Paid,debt_consolidation
12000.0,19.89,E,5 years,105000.0,Charged Off,debt_consolidation
10000.0,14.85,C,5 years,27000.0,Charged Off,major_purchase
10000.0,8.49,B,2 years,85000.0,Charged Off,credit_card
25000.0,14.85,C,9 years,125000.0,Fully Paid,debt_consolidation
20000.0,14.85,C,< 1 year,75000.0,Charged Off,credit_card
3000.0,12.88,C,10+ years,52201.91,Fully Paid,credit_card
6000.0,11.48,B,10+ years,70000.0,Fully Paid,major_purchase
10000.0,14.85,C,1 year,28000.0,Charged Off,car
32000.0,9.17,B,5 years,125000.0,Fully Paid,debt_consolidation
22550.0,18.99,E,10+ years,60000.0,Current,debt_consolidation
22400.0,6.49,A,< 1 year,115000.0,Fully Paid,debt_consolidation
18000.0,9.8,B,10+ years,75000.0,Charged Off,credit_card
12000.0,11.48,B,6 years,242000.0,Fully Paid,credit_card
25000.0,7.91,A,5 years,75000.0,Fully Paid,credit_card
4800.0,13.99,C,7 years,100000.0,Fully Paid,other
10800.0,9.17,B,< 1 year,47000.0,Fully Paid,medical
20800.0,11.99,C,10+ years,141000.0,Charged Off,debt_consolidation
24000.0,11.48,B,1 year,65000.0,Fully Paid,credit_card
8000.0,10.78,B,10+ years,100000.0,Fully Paid,home_improvement
10775.0,19.89,E,< 1 year,24500.0,Charged Off,debt_consolidation
14000.0,6.49,A,10+ years,42000.0,Fully Paid,debt_consolidation
35000.0,9.17,B,10+ years,83000.0,Fully Paid,debt_consolidation
13200.0,6.99,A,10+ years,90000.0,Fully Paid,debt_consolidation
21600.0,5.32,A,2 years,70000.0,Fully Paid,debt_consolidation
7500.0,10.78,B,10+ years,34000.0,Fully Paid,other
23000.0,7.91,A,9 years,120000.0,Current,debt_consolidation
5000.0,11.99,C,10+ years,60900.0,Charged Off,debt_consolidation
17000.0,9.17,B,< 1 year,75000.0,Fully Paid,credit_card
10000.0,6.49,A,2 years,62400.0,Fully Paid,credit_card
16800.0,7.91,A,10+ years,140000.0,Charged Off,credit_card
12000.0,17.97,D,2 years,71400.0,Fully Paid,medical
15000.0,13.44,C,10+ years,55000.0,Fully Paid,debt_consolidation
18000.0,11.48,B,< 1 year,70000.0,Fully Paid,debt_consolidation
13450.0,22.45,F,1 year,40000.0,Charged Off,credit_card
5000.0,9.17,B,10+ years,45000.0,Fully Paid,other
9000.0,6.49,A,7 years,60000.0,Fully Paid,debt_consolidation
10000.0,17.27,D,5 years,50000.0,Fully Paid,credit_card
10800.0,17.97,D,10+ years,72000.0,Fully Paid,debt_consolidation
16000.0,12.88,C,2 years,160000.0,Fully Paid,debt_consolidation
10000.0,7.49,A,10+ years,35000.0,Fully Paid,credit_card
12300.0,11.99,C,10+ years,28000.0,Fully Paid,debt_consolidation
10500.0,14.85,C,,25000.0,Charged Off,credit_card
20000.0,13.44,C,6 years,42000.0,Fully Paid,credit_card
15000.0,10.78,B,3 years,37000.0,Fully Paid,credit_card
9150.0,9.8,B,8 years,52000.0,Fully Paid,debt_consolidation
21600.0,13.44,C,10+ years,69000.0,Current,debt_consolidation
16750.0,16.59,D,10+ years,64296.0,Charged Off,credit_card
35000.0,21.48,E,10+ years,76000.0,Current,debt_consolidation
30000.0,19.89,E,1 year,100000.0,Fully Paid,credit_card
15000.0,11.48,B,10+ years,65000.0,Fully Paid,debt_consolidation
20000.0,7.49,A,6 years,51136.0,Fully Paid,credit_card
3000.0,17.27,D,6 years,85000.0,Fully Paid,other
1600.0,16.59,D,7 years,45000.0,Fully Paid,debt_consolidation
2400.0,17.97,D,< 1 year,25000.0,Fully Paid,moving
19200.0,18.99,E,< 1 year,230000.0,Charged Off,debt_consolidation
20400.0,6.99,A,4 years,152000.0,Fully Paid,debt_consolidation
8000.0,7.91,A,10+ years,40000.0,Fully Paid,debt_consolidation
1800.0,19.48,E,,20832.0,Fully Paid,moving
30000.0,12.88,C,10+ years,136000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,9 years,50000.0,Fully Paid,debt_consolidation
35000.0,8.49,B,3 years,70000.0,Fully Paid,credit_card
13000.0,11.48,B,,46000.0,Current,credit_card
15000.0,7.49,A,4 years,56000.0,Fully Paid,debt_consolidation
18000.0,12.88,C,10+ years,135000.0,Fully Paid,debt_consolidation
21550.0,19.48,E,6 years,65000.0,Charged Off,credit_card
20000.0,12.88,C,10+ years,47000.0,Current,debt_consolidation
30000.0,14.85,C,10+ years,211000.0,Current,debt_consolidation
15000.0,9.17,B,9 years,45000.0,Fully Paid,debt_consolidation
4250.0,14.85,C,8 years,29000.0,Charged Off,other
26400.0,13.99,C,9 years,60000.0,Fully Paid,debt_consolidation
7000.0,7.49,A,,38000.0,Fully Paid,credit_card
14400.0,15.77,D,1 year,40000.0,Fully Paid,debt_consolidation
28000.0,6.99,A,3 years,600000.0,Fully Paid,debt_consolidation
7450.0,9.17,B,6 years,53490.0,Fully Paid,home_improvement
11000.0,11.48,B,5 years,36000.0,Fully Paid,debt_consolidation
21000.0,5.32,A,1 year,55000.0,Fully Paid,credit_card
8000.0,9.8,B,10+ years,60000.0,Fully Paid,debt_consolidation
6500.0,10.78,B,3 years,35000.0,Fully Paid,debt_consolidation
5500.0,7.91,A,< 1 year,49500.0,Fully Paid,credit_card
21000.0,10.78,B,10+ years,59000.0,Charged Off,debt_consolidation
20000.0,7.49,A,5 years,130000.0,Fully Paid,credit_card
7000.0,11.48,B,7 years,78000.0,Fully Paid,debt_consolidation
7425.0,17.27,D,1 year,75000.0,Charged Off,debt_consolidation
5000.0,14.85,C,8 years,53000.0,Fully Paid,car
15000.0,9.8,B,8 years,100350.0,Fully Paid,credit_card
6800.0,11.99,C,1 year,20000.0,Charged Off,home_improvement
6000.0,13.44,C,,31000.0,Fully Paid,credit_card
35000.0,17.97,D,10+ years,80000.0,Fully Paid,debt_consolidation
20000.0,8.49,B,1 year,175000.0,Fully Paid,credit_card
15000.0,7.49,A,1 year,115000.0,Fully Paid,debt_consolidation
12950.0,18.99,E,< 1 year,36000.0,Fully Paid,debt_consolidation
18000.0,14.85,C,10+ years,66000.0,Charged Off,medical
17100.0,16.59,D,,72000.0,Charged Off,debt_consolidation
26000.0,15.77,D,10+ years,60000.0,Current,credit_card
12000.0,6.49,A,7 years,117000.0,Fully Paid,home_improvement
15000.0,7.49,A,2 years,68201.0,Fully Paid,credit_card
12000.0,5.32,A,9 years,56000.0,Fully Paid,credit_card
18000.0,10.78,B,1 year,38000.0,Charged Off,credit_card
5000.0,9.17,B,2 years,125000.0,Charged Off,other
5000.0,12.88,C,10+ years,80000.0,Fully Paid,renewable_energy
13200.0,22.45,F,3 years,41300.0,Charged Off,small_business
4200.0,17.27,D,3 years,106000.0,Charged Off,small_business
25000.0,9.8,B,< 1 year,142000.0,Fully Paid,debt_consolidation
30000.0,9.8,B,,99933.34,Fully Paid,debt_consolidation
7500.0,5.32,A,2 years,112000.0,Fully Paid,credit_card
4900.0,18.49,D,2 years,35000.0,Fully Paid,debt_consolidation
12225.0,15.77,D,1 year,55000.0,Fully Paid,debt_consolidation
14000.0,19.48,E,2 years,40280.0,Fully Paid,debt_consolidation
28000.0,11.99,C,10+ years,135000.0,Fully Paid,debt_consolidation
18650.0,17.27,D,4 years,37300.0,Charged Off,debt_consolidation
9600.0,9.17,B,10+ years,53000.0,Fully Paid,debt_consolidation
6000.0,9.17,B,< 1 year,65000.0,Fully Paid,credit_card
3750.0,16.59,D,,30000.0,Fully Paid,debt_consolidation
5000.0,13.44,C,9 years,35500.0,Fully Paid,credit_card
12000.0,10.78,B,3 years,27000.0,Current,home_improvement
16000.0,11.99,C,10+ years,58074.0,Current,other
7000.0,6.49,A,5 years,52000.0,Fully Paid,debt_consolidation
30000.0,21.48,E,10+ years,60000.0,Fully Paid,debt_consolidation
12000.0,9.17,B,9 years,48000.0,Fully Paid,debt_consolidation
1200.0,10.78,B,,20316.0,Fully Paid,debt_consolidation
20000.0,22.45,F,9 years,80000.0,Charged Off,small_business
20000.0,12.88,C,3 years,100000.0,Fully Paid,other
16000.0,9.8,B,3 years,207000.0,Charged Off,home_improvement
6300.0,18.49,D,8 years,30000.0,Fully Paid,debt_consolidation
14000.0,11.99,C,3 years,104000.0,Fully Paid,debt_consolidation
20000.0,10.78,B,10+ years,43680.0,Fully Paid,debt_consolidation
6000.0,12.88,C,10+ years,55000.0,Fully Paid,debt_consolidation
3000.0,13.99,C,,16152.0,Fully Paid,debt_consolidation
20000.0,12.88,C,10+ years,56868.0,Current,debt_consolidation
10000.0,17.97,D,9 years,34500.0,Fully Paid,other
6000.0,6.49,A,7 years,72000.0,Fully Paid,car
25000.0,7.49,A,10+ years,100000.0,Fully Paid,debt_consolidation
28000.0,9.8,B,10+ years,108000.0,Fully Paid,debt_consolidation
13500.0,11.99,C,1 year,60000.0,Current,major_purchase
16000.0,13.99,C,2 years,56000.0,Charged Off,debt_consolidation
21500.0,14.85,C,5 years,59404.0,Current,debt_consolidation
16000.0,8.49,B,10+ years,102000.0,Charged Off,major_purchase
6000.0,7.49,A,2 years,31000.0,Fully Paid,debt_consolidation
12000.0,13.44,C,7 years,50000.0,Charged Off,debt_consolidation
15000.0,13.99,C,< 1 year,110000.0,Fully Paid,debt_consolidation
1000.0,13.99,C,1 year,30000.0,Fully Paid,debt_consolidation
24000.0,8.49,B,10+ years,210000.0,Fully Paid,debt_consolidation
14825.0,19.89,E,9 years,60000.0,Charged Off,debt_consolidation
10000.0,11.48,B,10+ years,49000.0,Fully Paid,debt_consolidation
30000.0,13.99,C,2 years,65056.0,Charged Off,debt_consolidation
20000.0,15.77,D,,63000.0,Charged Off,debt_consolidation
35000.0,9.8,B,7 years,95000.0,Fully Paid,major_purchase
1200.0,17.27,D,10+ years,28000.0,Fully Paid,other
5925.0,17.97,D,10+ years,23000.0,Fully Paid,debt_consolidation
18500.0,21.48,E,2 years,98600.0,Late (31-120 days),debt_consolidation
10800.0,14.85,C,6 years,45000.0,Fully Paid,other
12000.0,5.32,A,2 years,65000.0,Fully Paid,credit_card
10000.0,13.99,C,< 1 year,90000.0,Fully Paid,credit_card
22000.0,7.49,A,10+ years,92000.0,Fully Paid,debt_consolidation
6000.0,10.78,B,10+ years,81000.0,Fully Paid,debt_consolidation
24000.0,6.99,A,8 years,90000.0,Fully Paid,home_improvement
13000.0,6.99,A,8 years,48000.0,Fully Paid,debt_consolidation
12000.0,5.32,A,10+ years,100000.0,Fully Paid,credit_card
8175.0,13.99,C,2 years,24000.0,Fully Paid,other
12000.0,8.49,B,2 years,75000.0,Fully Paid,debt_consolidation
23000.0,17.27,D,8 years,50000.0,Current,credit_card
20000.0,11.48,B,5 years,140000.0,Charged Off,debt_consolidation
9500.0,16.59,D,,21600.0,Charged Off,debt_consolidation
29025.0,18.99,E,10+ years,79000.0,Current,credit_card
5000.0,5.32,A,10+ years,42000.0,Fully Paid,other
2000.0,11.99,C,5 years,85000.0,Charged Off,vacation
8000.0,11.48,B,10+ years,52000.0,Fully Paid,car
16000.0,10.64,B,10+ years,62000.0,Fully Paid,debt_consolidation
25000.0,8.49,B,5 years,100000.0,Fully Paid,debt_consolidation
4600.0,17.97,D,,15396.0,Charged Off,debt_consolidation
24800.0,13.99,C,,58200.0,Fully Paid,debt_consolidation
10000.0,9.17,B,10+ years,70000.0,Fully Paid,debt_consolidation
22000.0,11.99,C,3 years,55000.0,Fully Paid,debt_consolidation
9600.0,11.48,B,10+ years,80000.0,Charged Off,debt_consolidation
2000.0,14.85,C,7 years,30000.0,Fully Paid,other
3650.0,13.44,C,3 years,70000.0,Fully Paid,other
12600.0,11.99,C,6 years,95000.0,Current,credit_card
16625.0,23.13,F,10+ years,46200.0,Charged Off,debt_consolidation
32000.0,14.85,C,7 years,80000.0,Charged Off,other
10000.0,22.45,F,10+ years,37000.0,Fully Paid,debt_consolidation
10000.0,9.8,B,8 years,48000.0,Fully Paid,debt_consolidation
10500.0,13.99,C,,38000.0,Fully Paid,debt_consolidation
9000.0,10.78,B,10+ years,36500.0,Fully Paid,credit_card
16000.0,6.99,A,4 years,125000.0,Charged Off,debt_consolidation
30000.0,9.8,B,8 years,100000.0,Fully Paid,debt_consolidation
26425.0,6.49,A,10+ years,52874.0,Charged Off,home_improvement
13375.0,17.27,D,,40000.0,Current,debt_consolidation
4000.0,11.48,B,10+ years,44000.0,Charged Off,debt_consolidation
8000.0,8.49,B,7 years,150000.0,Fully Paid,credit_card
9600.0,6.49,A,4 years,102000.0,Fully Paid,other
8000.0,11.99,C,3 years,127963.0,Fully Paid,debt_consolidation
18000.0,13.99,C,10+ years,71500.0,Fully Paid,debt_consolidation
16000.0,9.17,B,10+ years,50000.0,Fully Paid,credit_card
35000.0,21.48,E,,29000.0,Current,debt_consolidation
7200.0,12.88,C,8 years,75000.0,Fully Paid,debt_consolidation
35000.0,11.99,C,3 years,150000.0,Fully Paid,credit_card
23000.0,5.32,A,5 years,58835.0,Fully Paid,credit_card
5000.0,9.17,B,10+ years,150000.0,Fully Paid,debt_consolidation
35000.0,18.49,D,3 years,129047.0,Current,debt_consolidation
9700.0,17.97,D,7 years,40000.0,Charged Off,credit_card
20000.0,15.77,D,10+ years,72000.0,Fully Paid,debt_consolidation
20000.0,12.88,C,10+ years,49000.0,Current,credit_card
20000.0,15.77,D,10+ years,60000.0,Fully Paid,home_improvement
25000.0,13.44,C,10+ years,144993.0,Fully Paid,debt_consolidation
25000.0,17.27,D,,50000.0,Charged Off,major_purchase
20000.0,7.91,A,< 1 year,132000.0,Fully Paid,debt_consolidation
10000.0,14.85,C,6 years,45000.0,Fully Paid,home_improvement
4200.0,18.49,D,10+ years,45000.0,Fully Paid,other
14000.0,11.48,B,9 years,55000.0,Current,debt_consolidation
16725.0,23.13,F,7 years,68190.0,Fully Paid,debt_consolidation
26400.0,19.48,E,10+ years,100000.0,Current,debt_consolidation
18075.0,13.99,C,7 years,70000.0,Fully Paid,debt_consolidation
12000.0,10.78,B,1 year,136000.0,Fully Paid,debt_consolidation
7500.0,8.49,B,8 years,42500.0,Fully Paid,debt_consolidation
25000.0,6.49,A,2 years,80000.0,Fully Paid,credit_card
28000.0,7.91,A,10+ years,165000.0,Fully Paid,debt_consolidation
11000.0,9.17,B,10+ years,32000.0,Fully Paid,credit_card
3400.0,12.88,C,6 years,54800.0,Charged Off,debt_consolidation
8050.0,18.49,D,,16114.0,Charged Off,debt_consolidation
10000.0,11.48,B,4 years,85000.0,Fully Paid,small_business
20000.0,11.48,B,8 years,60000.0,Fully Paid,credit_card
7000.0,7.91,A,,70000.0,Fully Paid,credit_card
12000.0,5.32,A,4 years,100000.0,Charged Off,home_improvement
35000.0,7.49,A,7 years,250000.0,Fully Paid,debt_consolidation
15000.0,11.99,C,10+ years,61000.0,Charged Off,credit_card
35000.0,13.44,C,< 1 year,175000.0,Charged Off,credit_card
9500.0,7.91,A,6 years,65000.0,Fully Paid,credit_card
3000.0,13.44,C,,15500.0,Fully Paid,debt_consolidation
25000.0,11.99,C,8 years,110000.0,Current,credit_card
9000.0,10.78,B,2 years,26000.0,Fully Paid,debt_consolidation
16000.0,9.17,B,3 years,70000.0,Fully Paid,credit_card
10000.0,7.49,A,2 years,60000.0,Charged Off,vacation
6100.0,11.48,B,10+ years,75000.0,Fully Paid,debt_consolidation
11750.0,16.59,D,3 years,35000.0,Current,debt_consolidation
35000.0,17.27,D,10+ years,106000.0,Fully Paid,debt_consolidation
25000.0,18.99,E,10+ years,80000.0,Fully Paid,debt_consolidation
16000.0,11.99,C,10+ years,97000.0,Charged Off,credit_card
15000.0,12.88,C,4 years,44952.0,Charged Off,credit_card
10000.0,8.49,B,10+ years,70000.0,Charged Off,vacation
15725.0,11.48,B,8 years,60000.0,Charged Off,debt_consolidation
17000.0,20.5,E,2 years,50000.0,Late (31-120 days),small_business
5000.0,10.78,B,2 years,30000.0,Fully Paid,debt_consolidation
16000.0,10.78,B,4 years,90000.0,Fully Paid,debt_consolidation
24000.0,7.91,A,4 years,95000.0,Fully Paid,debt_consolidation
10000.0,12.88,C,< 1 year,39400.0,Fully Paid,debt_consolidation
30000.0,13.44,C,10+ years,130000.0,Fully Paid,credit_card
4000.0,9.17,B,1 year,21000.0,Fully Paid,debt_consolidation
24000.0,13.99,C,3 years,82000.0,Charged Off,debt_consolidation
10000.0,5.32,A,10+ years,85000.0,Fully Paid,debt_consolidation
3600.0,7.49,A,4 years,55000.0,Charged Off,major_purchase
8000.0,11.48,B,10+ years,65000.0,Fully Paid,debt_consolidation
15375.0,17.97,D,10+ years,55000.0,Fully Paid,debt_consolidation
5000.0,6.49,A,10+ years,40000.0,Fully Paid,debt_consolidation
8000.0,6.49,A,,41000.0,Fully Paid,credit_card
20625.0,18.99,E,3 years,110000.0,Charged Off,debt_consolidation
10000.0,11.99,C,10+ years,60000.0,Charged Off,credit_card
21000.0,5.32,A,6 years,90156.0,Fully Paid,debt_consolidation
20800.0,13.44,C,9 years,50000.0,Current,credit_card
10500.0,13.44,C,4 years,25000.0,Fully Paid,debt_consolidation
30000.0,10.78,B,5 years,90000.0,Fully Paid,house
3000.0,8.49,B,,75000.0,Fully Paid,credit_card
12000.0,5.32,A,10+ years,100000.0,Fully Paid,credit_card
16000.0,7.91,A,7 years,115000.0,Fully Paid,debt_consolidation
24025.0,11.99,C,< 1 year,125000.0,Fully Paid,debt_consolidation
23225.0,8.49,B,1 year,80000.0,Fully Paid,debt_consolidation
6000.0,8.49,B,1 year,37000.0,Fully Paid,credit_card
14400.0,12.88,C,10+ years,107325.0,Fully Paid,debt_consolidation
8400.0,9.17,B,4 years,100000.0,Fully Paid,credit_card
15000.0,12.88,C,10+ years,72000.0,Charged Off,debt_consolidation
21000.0,13.44,C,6 years,80256.0,Fully Paid,debt_consolidation
5000.0,14.85,C,1 year,62000.0,Fully Paid,debt_consolidation
16000.0,11.48,B,8 years,130000.0,Charged Off,debt_consolidation
15600.0,10.78,B,6 years,120000.0,Charged Off,home_improvement
19800.0,16.59,D,4 years,115000.0,Fully Paid,home_improvement
24000.0,7.49,A,1 year,80000.0,Fully Paid,debt_consolidation
13000.0,7.91,A,< 1 year,45000.0,Current,debt_consolidation
9700.0,22.45,F,,27000.0,Fully Paid,debt_consolidation
18000.0,13.44,C,5 years,56000.0,Fully Paid,debt_consolidation
13000.0,8.49,B,2 years,89000.0,Fully Paid,debt_consolidation
31750.0,19.89,E,4 years,92000.0,Fully Paid,debt_consolidation
32000.0,13.99,C,10+ years,120000.0,Current,credit_card
16000.0,6.99,A,10+ years,150000.0,Fully Paid,credit_card
16000.0,6.99,A,4 years,65000.0,Fully Paid,credit_card
12000.0,14.85,C,10+ years,65000.0,Late (31-120 days),debt_consolidation
18900.0,13.44,C,10+ years,43000.0,Fully Paid,debt_consolidation
15000.0,11.99,C,10+ years,120000.0,Fully Paid,renewable_energy
15000.0,6.99,A,9 years,40000.0,Fully Paid,debt_consolidation
16800.0,18.99,E,10+ years,89000.0,Charged Off,home_improvement
6000.0,7.49,A,,75000.0,Fully Paid,debt_consolidation
26000.0,7.91,A,2 years,75000.0,Fully Paid,debt_consolidation
11000.0,10.78,B,2 years,30000.0,Fully Paid,credit_card
8000.0,6.49,A,1 year,60000.0,Fully Paid,debt_consolidation
7900.0,12.88,C,,18000.0,Fully Paid,debt_consolidation
13725.0,17.27,D,,31200.0,Charged Off,debt_consolidation
27000.0,6.49,A,< 1 year,71000.0,Fully Paid,debt_consolidation
18000.0,6.99,A,5 years,115000.0,Fully Paid,credit_card
16000.0,7.91,A,4 years,150000.0,Fully Paid,debt_consolidation
5000.0,13.99,C,10+ years,33500.0,Fully Paid,home_improvement
2200.0,9.8,B,7 years,40000.0,Charged Off,debt_consolidation
10000.0,9.8,B,3 years,123000.0,Fully Paid,home_improvement
10000.0,14.85,C,,44000.0,Fully Paid,credit_card
8000.0,14.85,C,1 year,40000.0,Fully Paid,debt_consolidation
6000.0,7.49,A,,40000.0,Fully Paid,debt_consolidation
24000.0,11.99,C,,80000.0,Current,debt_consolidation
